SEQ_AUTO_INFRACAO;QUANTIDADE;UNIDADE;TIPO;GRUPO;NOME_POPULAR;NOME_CIENTIFICO;CITES;DESCRICAO;CARACTERISTICA;SITUACAO;ULTIMA_ATUALIZACAO_RELATORIO
1898099;1;Unidade;Fauna;;Tucano-de-bico-verde;Ramphastos dicolorus;N;;Vivo;;08/11/2022 19:00
1811938;56;kg (1.000 L);Pesca;Lagosta;Langosta-del-caribe;Panulirus argus;N;;Morto;;08/11/2022 19:00
1810477;22;m³;Flora;;Paricá;Parkia gigantocarpa;N;;Viva;;08/11/2022 19:00
1810477;29;m³;Flora;;Quaruba;Vochysia maxima;N;;Viva;;08/11/2022 19:00
1810477;169;m³;Flora;;Andiroba;Pouteria caimito;N;;Viva;;08/11/2022 19:00
1810477;30;m³;Flora;;Ipê;Cybistax antisyphilitica;N;;Viva;;08/11/2022 19:00
1810477;6;m³;Flora;;Muiracatiara;Astronium ulei;N;;Viva;;08/11/2022 19:00
1810477;61;m³;Flora;;Garapa;Apuleia molaris;N;;Viva;;08/11/2022 19:00
1810477;183;m³;Flora;;Cumaru;Amburana cearensis;N;;Viva;;08/11/2022 19:00
1810477;53;m³;Flora;;Maçaranduba;Manilkara salzmanni;N;;Viva;;08/11/2022 19:00
1810477;35;m³;Flora;;Jatobá;Hymenaea palustris;N;;Viva;;08/11/2022 19:00
1918098;15.16;m³;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1916997;250;m³ (1 MDC);Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1916997;134;m³;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1946704;1;Unidade;Fauna;Invertebrado;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1946704;2;Unidade;Fauna;Réptil;Tartaruga;Geochelone platynota;S;;Vivo;;08/11/2022 19:00
1946704;8;Unidade;Fauna;Réptil;;;N;;Vivo;;08/11/2022 19:00
1946704;3;Unidade;Fauna;Mamífero;Sagüi-de-tufo-branco;Callithrix jacchus;S;;Vivo;;08/11/2022 19:00
1946704;1;Unidade;Fauna;Mamífero;Black-pencilled-marmoset;Callithrix penicillata;S;;Vivo;;08/11/2022 19:00
1946704;3;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1946704;11;Unidade;Fauna;Réptil;Iguana;Iguana iguana;S;;Vivo;;08/11/2022 19:00
1900668;1;Unidade;Fauna;Mamífero;Macaco-prego;Cebus apella;S;;Vivo;;08/11/2022 19:00
1900668;1;Unidade;Fauna;Mamífero;Coruja;Tyto inexpectata;N;;Vivo;;08/11/2022 19:00
1900668;19;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1900668;5;Unidade;Fauna;Ave;Arara-canindé;Ara ararauna;S;;Vivo;;08/11/2022 19:00
1998204;19.52;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1903049;1;Unidade;Fauna;Ave;coleiro-de-gola;Sporophila caerulescens hellmayri;N;;Vivo;;08/11/2022 19:00
1962913;2;Unidade;Fauna;Ave;Chorona;Podiceps major;N;;Vivo;;08/11/2022 19:00
1962913;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1962913;3;Unidade;Fauna;Ave;Soldadinho;Antilophia galeata;N;;Vivo;;08/11/2022 19:00
1962913;3;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1962913;2;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1962913;2;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1962913;5;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1962913;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;S;;Vivo;;08/11/2022 19:00
1962913;3;Unidade;Fauna;Ave;Sabiá-gongá;Saltator coerulescens;N;;Vivo;;08/11/2022 19:00
1962913;5;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1962913;6;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1931872;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1931872;1;Unidade;Fauna;Ave;Corrupião;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1931872;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1833441;8;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;Carne;Morto;;08/11/2022 19:00
1912446;1;Unidade;Fauna;;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1810870;94;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;;Morto;;08/11/2022 19:00
1858791;2;Unidade;Fauna;;Arara-canindé;Ara ararauna;N;;Vivo;;08/11/2022 19:00
1858791;2;Unidade;Fauna;;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Anfíbio;Teiú;;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Ave;Sabiá-poca;Turdus amaurochalinus;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1820826;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1867215;11;Unidade;Fauna;Mamífero;Tatu-peba;Euphractus sexcinctus;N;Partes;Morto;;08/11/2022 19:00
1867215;1;Unidade;Fauna;Mamífero;Saruê;Didelphis albiventris;N;Partes;Morto;;08/11/2022 19:00
1837108;;m³;Flora;;;;N;;Morta;;08/11/2022 19:00
1837108;;m³;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1831473;47;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1905939;10.996;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1821565;;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Vivo;;08/11/2022 19:00
1874840;9;Unidade;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1874840;19;Unidade;Flora;Tora;Paparaúba;Simarouba amara;N;;Morta;;08/11/2022 19:00
1874840;16;Unidade;Flora;Tora;Guajará;Chrysophyllum venezuelanense;N;;Morta;;08/11/2022 19:00
1874840;13;Unidade;Flora;Tora;Taxi;Tachigali myrmecophila;N;;Morta;;08/11/2022 19:00
1874840;99;Unidade;Flora;Tora;Estopeiro;Cariniana legalis;N;;Morta;;08/11/2022 19:00
1874840;134;Unidade;Flora;Tora;Faveiro;Dimorphandra mollis;N;;Morta;;08/11/2022 19:00
1838534;110;m³;Flora;Madeira Serrada;Itaúba;Mezilaurus itauba;N;;Morta;;08/11/2022 19:00
1838534;39;m³;Flora;Madeira Serrada;Paraju;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1992385;5;kg (1.000 L);Pesca;Pescado;Urumaru;Ginglymostoma cirratum;N;;Morto;;08/11/2022 19:00
1894669;6.3;m³;Flora;;Maracatiara;Astronium lecointei;N;;Morta;;08/11/2022 19:00
1894669;27.72;m³;Flora;;Jataí-mondé;Peltogyne lecointei;N;;Viva;;08/11/2022 19:00
1893990;24.35;m³;Flora;Madeira Serrada;Angelim-ferro;;N;;Morta;;08/11/2022 19:00
1804921;4.19;M³;Flora;Madeira Serrada;Cupiúba;Loxopterigium  spp.;N;;Morta;;08/11/2022 19:00
1804921;3.81;M³;Flora;Madeira Serrada;Ipê;Cybistax antisyphilitica;N;;Morta;;08/11/2022 19:00
1804921;12.38;M³;Flora;Madeira Serrada;Angelim-pedra;Hymenolobium pulcherrimum;N;;Morta;;08/11/2022 19:00
1804921;.6;M³;Flora;;Tauari;Couratari guianensis;N;;Morta;;08/11/2022 19:00
1804921;15.15;M³;Flora;;;;N;;Morta;;08/11/2022 19:00
1804921;.11;M³;Flora;Madeira Serrada;Louro;Cupania  spp.;N;;Morta;;08/11/2022 19:00
1804921;16.02;M³;Flora;Madeira Serrada;Angelim;Andira retusa;N;;Morta;;08/11/2022 19:00
1804921;30.68;M³;Flora;Madeira Serrada;Tatajuba;Maclura affinis;N;;Morta;;08/11/2022 19:00
1804921;5.91;M³;Flora;Madeira Serrada;Mirindiba;Lafoensia glyptocarpa;N;;Morta;;08/11/2022 19:00
1804921;47.52;M³;Flora;Madeira Serrada;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1832153;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1832153;1;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1832153;1;Unidade;Fauna;Ave;Sabiá-coleira;Turdus albicollis;N;;Vivo;;08/11/2022 19:00
1960295;479.11;m³;Flora;;;;N;;Morta;;08/11/2022 19:00
1781936;5;Unidade;Fauna;Réptil;;;S;Carne;Morto;;08/11/2022 19:00
1918845;26;Unidade;Fauna;Mamífero;Tatu-peba;Euphractus sexcinctus;S;Partes;Morto;;08/11/2022 19:00
1918845;2;Unidade;Fauna;Ave;Gola;Sporophila americana;N;;Vivo;;08/11/2022 19:00
1918845;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1918845;1;Unidade;Fauna;Mamífero;Tamanduá-mirim;Tamadua tetradactyla;S;Pele;Morto;;08/11/2022 19:00
1994767;50;kg (1.000 L);Pesca;;Pirarucu;Arapaima gigas;N;;Morto;;08/11/2022 19:00
1918846;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1918846;1;Unidade;Fauna;Ave;Encontro;Icterus cayanensis;N;;Vivo;;08/11/2022 19:00
1918846;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1918846;3;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1882868;1;Unidade;Fauna;Ave;Sabiá;Mimosa caesalpiniifolia;N;;Vivo;;08/11/2022 19:00
1882868;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1874850;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1874850;1;Unidade;Fauna;Ave;Garibaldi;Agelaius ruficapillus;N;;Vivo;;08/11/2022 19:00
1874850;5;Unidade;Fauna;Ave;Brejal;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1874850;4;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1874850;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1989154;9;Unidade;Fauna;Invertebrado;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1880334;1;Unidade;Fauna;Ave;Rolinha-branca;Columbina picui;N;;Vivo;;08/11/2022 19:00
1880334;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1880334;5;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1901771;1;Unidade;Fauna;Ave;Arara-canindé;Ara ararauna;S;;Vivo;;08/11/2022 19:00
1994972;1;Unidade;Fauna;Ave;Caboclinho-lindo;Sporophila minuta;N;;Vivo;;08/11/2022 19:00
1994972;1;Unidade;Fauna;Ave;Asa-branca;Columba picazuro;N;;Vivo;;08/11/2022 19:00
1994972;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1994972;3;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1994972;2;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1994972;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1942469;4.6;kg (1.000 L);Fauna;Anfíbio;Arapaima;Arapaima gigas;N;Carne;Morto;;08/11/2022 19:00
1889655;5;Unidade;Fauna;Réptil;Jacaré-do-papo-amarelo;Caiman latirostris;N;Taxid. (Empalhado);Morto;;08/11/2022 19:00
1889655;1;Unidade;Fauna;Réptil;Iguana;Iguana iguana;N;Taxid. (Empalhado);Morto;;08/11/2022 19:00
1996376;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1901730;54;Unidade;Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1906205;.79;m³;Flora;Tora;Cedrinho;Erisma uncinatum;N;;Morta;;08/11/2022 19:00
1906205;1.89;m³;Flora;Tora;Mandiocão;Didymopanax angustissimum;N;;Morta;;08/11/2022 19:00
1906205;2.83;m³;Flora;Tora;Cupiúba;Goupia glabra;N;;Morta;;08/11/2022 19:00
1906205;14.89;m³;Flora;Tora;Cambará;Erisma uncinatum;N;;Morta;;08/11/2022 19:00
1898470;25;kg (1.000 L);Pesca;Pescado;Tucunare-pinema;Cichla temensis;N;;Morto;;08/11/2022 19:00
1890237;18.08;m³;Flora;Tora;Angelim-pedra;Hymenolobium heterocarpum;N;;Morta;;08/11/2022 19:00
1890237;55.66;m³;Flora;Tora;Angelim-vermelho;Dinizia excelsa;N;;Morta;;08/11/2022 19:00
1890237;28.52;m³;Flora;Tora;Guaruba;Guaruba guarouba;N;;Morta;;08/11/2022 19:00
1890237;72.93;m³;Flora;Tora;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1890237;9.31;m³;Flora;Madeira Serrada;Guaruba;Guaruba guarouba;N;;Morta;;08/11/2022 19:00
1890237;.46;m³;Flora;Madeira Serrada;Ipê;Cybistax antisyphilitica;N;;Morta;;08/11/2022 19:00
1890237;1.1;m³;Flora;Madeira Serrada;Angelim-pedra;Hymenolobium heterocarpum;N;;Morta;;08/11/2022 19:00
1890237;.46;m³;Flora;Madeira Serrada;Jatobá;Hymenaea palustris;N;;Morta;;08/11/2022 19:00
1890237;5.74;m³;Flora;Madeira Serrada;Angelim-amargoso;Vataireopsis araroba;N;;Morta;;08/11/2022 19:00
1890237;4.02;m³;Flora;Madeira Serrada;Timborana;Enterolobium schomburgkii;N;;Morta;;08/11/2022 19:00
1890237;1.11;m³;Flora;Madeira Serrada;Cumaru;Amburana cearensis;N;;Morta;;08/11/2022 19:00
1890237;4.64;m³;Flora;Madeira Serrada;Angelim-amargoso;Vataireopsis araroba;N;;Morta;;08/11/2022 19:00
1890237;2.87;m³;Flora;Madeira Serrada;Sucupira;Andira anthelmia;N;;Morta;;08/11/2022 19:00
1890237;14.69;m³;Flora;Madeira Serrada;Timborana;Pseudopiptadenia psilostachya;N;;Morta;;08/11/2022 19:00
1890237;5.88;m³;Flora;Madeira Serrada;Angelim-vermelho;Dinizia excelsa;N;;Morta;;08/11/2022 19:00
1890237;.72;m³;Flora;Madeira Serrada;Cedroarana;Cedrelinga catenaeformis;N;;Morta;;08/11/2022 19:00
1890237;1.02;m³;Flora;Madeira Serrada;Angelim;Andira retusa;N;;Morta;;08/11/2022 19:00
1890237;25.72;m³;Flora;Madeira Serrada;Cumaru;Amburana cearensis;N;;Morta;;08/11/2022 19:00
1890237;20.5;m³;Flora;Madeira Serrada;Sucupira;Andira anthelmia;N;;Morta;;08/11/2022 19:00
1890237;6.46;m³;Flora;Madeira Serrada;Ipê;Cybistax antisyphilitica;N;;Morta;;08/11/2022 19:00
1890237;97.09;m³;Flora;Madeira Serrada;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1890237;11.23;m³;Flora;Tora;Cupiúba;Loxopterigium  spp.;N;;Morta;;08/11/2022 19:00
1890237;27.66;m³;Flora;Tora;Ipê;Cybistax antisyphilitica;N;;Morta;;08/11/2022 19:00
1890237;47.05;m³;Flora;Tora;Amarelão;Aspidosperma parvifolium;N;;Morta;;08/11/2022 19:00
1890237;21.96;m³;Flora;Tora;Jatobá;Hymenaea palustris;N;;Morta;;08/11/2022 19:00
1890237;85.19;m³;Flora;Tora;Sucupira;Andira anthelmia;N;;Morta;;08/11/2022 19:00
1813471;1;Unidade;Fauna;;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1813471;1;Unidade;Fauna;Ave;Mariquita;Coereba flaveola;N;;Vivo;;08/11/2022 19:00
1813471;1;Unidade;Fauna;;Sabiá-do-campo;Mimus saturninus;N;;Vivo;;08/11/2022 19:00
1813471;1;Unidade;Fauna;Ave;Corrupião;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1813471;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1813471;1;Unidade;Fauna;Ave;Sanhaço-do-coqueiro;Thraupis palmarum;N;;Vivo;;08/11/2022 19:00
1813471;3;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1813471;2;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1813471;2;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1813471;2;Unidade;Fauna;Ave;Brejal;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1813471;9;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1913835;40;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1913835;380;kg (1.000 L);Pesca;Pescado;Corvina;Micropogonias furnieri;N;;Morto;;08/11/2022 19:00
1911573;3;Unidade;Fauna;;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1932593;4;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1914683;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1914683;2;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1913494;.06;m³;Flora;Lenha;Angico;Anadenanthera falcata;N;;Morta;;08/11/2022 19:00
1991224;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1991224;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1991224;2;Unidade;Fauna;Ave;Brejal;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1991224;2;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1991224;4;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1991224;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1991224;3;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1991224;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1991224;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1991224;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1900321;;kg (1.000 L);Pesca;Pescado;Enchoveta;Cetengraulis edentulus;N;;Morto;;08/11/2022 19:00
1940831;1;Unidade;Fauna;Ave;Cambacica;Coereba flaveola;N;;Vivo;;08/11/2022 19:00
1963181;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1963181;2;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1963181;5;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1963181;28;Unidade;Fauna;Ave;Rolinha;Columbina talpacoti;N;;Vivo;;08/11/2022 19:00
1813483;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1870861;2;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1870861;6;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1870861;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1870861;5;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1870861;1;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1870861;1;Unidade;Fauna;Ave;Xexéu;Cacicus cela;N;;Vivo;;08/11/2022 19:00
1870861;2;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1870861;3;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1870861;4;Unidade;Fauna;Ave;Encontro;Icterus cayanensis;N;;Vivo;;08/11/2022 19:00
1870861;3;Unidade;Fauna;Ave;Sofrê;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1870861;2;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1870861;11;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1965218;1;Unidade;Fauna;;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1965218;1;Unidade;Fauna;;Tempera-viola;Saltator maximus;N;;Vivo;;08/11/2022 19:00
1965218;2;Unidade;Fauna;;Gaturamo-verdadeiro;Euphonia violacea;N;;Vivo;;08/11/2022 19:00
1965218;1;Unidade;Fauna;;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1965218;6;Unidade;Fauna;;;;N;;Vivo;;08/11/2022 19:00
1942499;8;Unidade;Fauna;;Trinca-ferro-verdadeiro;;N;;Vivo;;08/11/2022 19:00
1942500;1;Unidade;Fauna;Ave;Coleira;;N;;Vivo;;08/11/2022 19:00
1942500;6;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;;N;;Vivo;;08/11/2022 19:00
1942501;29;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1824368;1;Unidade;Fauna;;Schreber's-yellow-bat;;S;;Vivo;;08/11/2022 19:00
1824368;1;Unidade;Fauna;;Linnaeus'-felt-scale;;S;;Vivo;;08/11/2022 19:00
1824368;1;Unidade;Fauna;;Coruja;;N;;Vivo;;08/11/2022 19:00
1824368;1;Unidade;Fauna;Ave;Coruja-das-igrejas;Tyto alba;N;;Vivo;;08/11/2022 19:00
1824368;2;Unidade;Fauna;Ave;Arara-canindé-verdadeira;;S;;Vivo;;08/11/2022 19:00
1824368;2;Unidade;Fauna;Ave;Arara-canindé-verdadeira;;S;;Vivo;;08/11/2022 19:00
1962805;1;Unidade;Fauna;;Tatu-bola;Tolypeutes tricinctus;S;Carne;Morto;;08/11/2022 19:00
1962805;7;Unidade;Fauna;Mamífero;Tatu;Dasypus septemcinctus;N;;Vivo;;08/11/2022 19:00
1962805;1;Unidade;Fauna;Mamífero;Tatu-bola;Tolypeutes tricinctus;S;Carne;Morto;;08/11/2022 19:00
1866061;48;kg (1.000 L);Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1892344;14;Unidade;Fauna;Réptil;Tartaruga-da-amazônia;Podocnemis expansa;S;;Vivo;;08/11/2022 19:00
1782239;5;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Vivo;;08/11/2022 19:00
1915909;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1915909;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1915909;1;Unidade;Fauna;Ave;Tico-tico-do-campo;Coryphaspiza melanotis;N;;Vivo;;08/11/2022 19:00
1915909;3;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1809201;4;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1809204;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1952122;200;g (Gramas);Pesca;;Tambaqui;;N;;Morto;;08/11/2022 19:00
1952123;4;Unidade;Fauna;Réptil;Tracajá;;S;;Vivo;;08/11/2022 19:00
1952294;1;Unidade;Fauna;Mamífero;Macaco-prego;Cebus olivaceus;N;;Vivo;;08/11/2022 19:00
1938346;5;g (Gramas);Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1938347;2;Unidade;Fauna;;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1942385;35;kg (1.000 L);Pesca;;Traira;Hoplias aimara;N;;Morto;;08/11/2022 19:00
1856978;900;g (Gramas);Flora;;Candeia;Eremanthus erythropappus;N;;Óleo;;08/11/2022 19:00
1965712;140;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;Partes;Morto;;08/11/2022 19:00
1943620;17.76;m³;Flora;;;;N;;Morta;;08/11/2022 19:00
1995134;3;Unidade;Fauna;Ave;Rolinha;Columbina talpacoti;N;;Vivo;;08/11/2022 19:00
1995134;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1995134;1;Unidade;Fauna;Ave;Bicudo;Oryzoborus maximiliani;N;;Vivo;;08/11/2022 19:00
1995134;1;Unidade;Fauna;Ave;Galinho-da-serra;Coryphospingus pileatus;N;;Vivo;;08/11/2022 19:00
1995134;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1995134;3;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1995134;5;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1995134;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1995134;2;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1995134;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1851616;1955;kg (1.000 L);Pesca;;;;N;;Morto;;08/11/2022 19:00
1916166;21.18;m³;Flora;;Ipê;Cybistax antisyphilitica;N;;Viva;;08/11/2022 19:00
